#    L    TT             EE             TE             PP             TP          
   321   0.315295E+04   0.128807E+02   0.112273E+03   0.172822E+07   0.904875E+03
   322   0.312109E+04   0.130609E+02   0.111725E+03   0.172174E+07   0.896588E+03
   323   0.308942E+04   0.132409E+02   0.111140E+03   0.171531E+07   0.888362E+03
   324   0.305791E+04   0.134215E+02   0.110511E+03   0.170890E+07   0.880195E+03
   325   0.302666E+04   0.135989E+02   0.109861E+03   0.170254E+07   0.872086E+03
   326   0.299550E+04   0.137776E+02   0.109159E+03   0.169620E+07   0.864037E+03
   327   0.296459E+04   0.139554E+02   0.108427E+03   0.168990E+07   0.856045E+03
   328   0.293393E+04   0.141315E+02   0.107667E+03   0.168364E+07   0.848110E+03
   329   0.290344E+04   0.143074E+02   0.106862E+03   0.167740E+07   0.840233E+03
   330   0.287321E+04   0.144816E+02   0.106022E+03   0.167120E+07   0.832412E+03
   331   0.284329E+04   0.146549E+02   0.105152E+03   0.166504E+07   0.824647E+03
   332   0.281355E+04   0.148279E+02   0.104253E+03   0.165890E+07   0.816938E+03
   333   0.278405E+04   0.149993E+02   0.103318E+03   0.165280E+07   0.809284E+03
   334   0.275487E+04   0.151697E+02   0.102347E+03   0.164673E+07   0.801684E+03
   335   0.272587E+04   0.153378E+02   0.101340E+03   0.164069E+07   0.794139E+03
   336   0.269719E+04   0.155048E+02   0.100304E+03   0.163469E+07   0.786647E+03
   337   0.266883E+04   0.156709E+02   0.992245E+02   0.162871E+07   0.779208E+03
   338   0.264072E+04   0.158346E+02   0.981239E+02   0.162277E+07   0.771822E+03
   339   0.261300E+04   0.159981E+02   0.969874E+02   0.161685E+07   0.764488E+03
   340   0.258553E+04   0.161591E+02   0.958298E+02   0.161097E+07   0.757206E+03
   341   0.255831E+04   0.163177E+02   0.946290E+02   0.160512E+07   0.749975E+03
   342   0.253148E+04   0.164760E+02   0.933998E+02   0.159929E+07   0.742794E+03
   343   0.250497E+04   0.166312E+02   0.921423E+02   0.159350E+07   0.735664E+03
   344   0.247886E+04   0.167847E+02   0.908566E+02   0.158774E+07   0.728584E+03
   345   0.245299E+04   0.169358E+02   0.895426E+02   0.158200E+07   0.721553E+03
   346   0.242751E+04   0.170858E+02   0.882080E+02   0.157630E+07   0.714571E+03
   347   0.240236E+04   0.172327E+02   0.868378E+02   0.157062E+07   0.707637E+03
   348   0.237760E+04   0.173771E+02   0.854395E+02   0.156497E+07   0.700751E+03
   349   0.235316E+04   0.175199E+02   0.840133E+02   0.155935E+07   0.693912E+03
   350   0.232912E+04   0.176594E+02   0.825666E+02   0.155375E+07   0.687120E+03
   351   0.230561E+04   0.177972E+02   0.810920E+02   0.154819E+07   0.680375E+03
   352   0.228228E+04   0.179326E+02   0.795895E+02   0.154265E+07   0.673676E+03
   353   0.225941E+04   0.180647E+02   0.780741E+02   0.153714E+07   0.667025E+03
   354   0.223687E+04   0.181945E+02   0.765234E+02   0.153165E+07   0.660421E+03
   355   0.221478E+04   0.183218E+02   0.749523E+02   0.152619E+07   0.653866E+03
   356   0.219309E+04   0.184467E+02   0.733684E+02   0.152076E+07   0.647359E+03
   357   0.217179E+04   0.185684E+02   0.717567E+02   0.151536E+07   0.640901E+03
   358   0.215095E+04   0.186862E+02   0.701322E+02   0.150998E+07   0.634493E+03
   359   0.213043E+04   0.188017E+02   0.684800E+02   0.150463E+07   0.628135E+03
   360   0.211037E+04   0.189147E+02   0.668112E+02   0.149930E+07   0.621826E+03
   361   0.209069E+04   0.190245E+02   0.651215E+02   0.149400E+07   0.615569E+03
   362   0.207148E+04   0.191313E+02   0.634139E+02   0.148872E+07   0.609363E+03
   363   0.205266E+04   0.192356E+02   0.616905E+02   0.148347E+07   0.603209E+03
   364   0.203429E+04   0.193354E+02   0.599478E+02   0.147825E+07   0.597106E+03
   365   0.201631E+04   0.194328E+02   0.581916E+02   0.147305E+07   0.591057E+03
   366   0.199879E+04   0.195270E+02   0.564190E+02   0.146788E+07   0.585060E+03
   367   0.198172E+04   0.196167E+02   0.546324E+02   0.146273E+07   0.579117E+03
   368   0.196497E+04   0.197040E+02   0.528331E+02   0.145761E+07   0.573227E+03
   369   0.194882E+04   0.197883E+02   0.510190E+02   0.145251E+07   0.567392E+03
   370   0.193305E+04   0.198687E+02   0.491953E+02   0.144743E+07   0.561612E+03
   371   0.191766E+04   0.199453E+02   0.473584E+02   0.144238E+07   0.555887E+03
   372   0.190273E+04   0.200188E+02   0.455126E+02   0.143736E+07   0.550217E+03
   373   0.188825E+04   0.200885E+02   0.436551E+02   0.143236E+07   0.544604E+03
   374   0.187422E+04   0.201551E+02   0.417896E+02   0.142738E+07   0.539047E+03
   375   0.186058E+04   0.202179E+02   0.399161E+02   0.142243E+07   0.533547E+03
   376   0.184746E+04   0.202777E+02   0.380346E+02   0.141750E+07   0.528105E+03
   377   0.183479E+04   0.203330E+02   0.361482E+02   0.141259E+07   0.522720E+03
   378   0.182250E+04   0.203845E+02   0.342539E+02   0.140770E+07   0.517394E+03
   379   0.181066E+04   0.204329E+02   0.323561E+02   0.140284E+07   0.512126E+03
   380   0.179934E+04   0.204783E+02   0.304527E+02   0.139801E+07   0.506918E+03
   381   0.178840E+04   0.205170E+02   0.285467E+02   0.139319E+07   0.501769E+03
   382   0.177783E+04   0.205541E+02   0.266388E+02   0.138840E+07   0.496680E+03
   383   0.176778E+04   0.205868E+02   0.247276E+02   0.138363E+07   0.491652E+03
   384   0.175826E+04   0.206150E+02   0.228168E+02   0.137888E+07   0.486684E+03
   385   0.174903E+04   0.206409E+02   0.209049E+02   0.137416E+07   0.481778E+03
   386   0.174033E+04   0.206623E+02   0.189943E+02   0.136946E+07   0.476934E+03
   387   0.173199E+04   0.206793E+02   0.170848E+02   0.136478E+07   0.472152E+03
   388   0.172410E+04   0.206925E+02   0.151781E+02   0.136012E+07   0.467433E+03
   389   0.171666E+04   0.206998E+02   0.132742E+02   0.135548E+07   0.462777E+03
   390   0.170965E+04   0.207064E+02   0.113752E+02   0.135086E+07   0.458185E+03
   391   0.170309E+04   0.207077E+02   0.947986E+01   0.134627E+07   0.453656E+03
   392   0.169690E+04   0.207069E+02   0.759102E+01   0.134169E+07   0.449192E+03
   393   0.169123E+04   0.207009E+02   0.570801E+01   0.133714E+07   0.444793E+03
   394   0.168592E+04   0.206911E+02   0.383309E+01   0.133261E+07   0.440459E+03
   395   0.168097E+04   0.206770E+02   0.196478E+01   0.132810E+07   0.436191E+03
   396   0.167654E+04   0.206592E+02   0.106685E+00   0.132361E+07   0.431990E+03
   397   0.167240E+04   0.206377E+02  -0.174251E+01   0.131914E+07   0.427855E+03
   398   0.166878E+04   0.206118E+02  -0.358145E+01   0.131469E+07   0.423787E+03
   399   0.166551E+04   0.205823E+02  -0.540924E+01   0.131026E+07   0.419786E+03
   400   0.166261E+04   0.205491E+02  -0.722497E+01   0.130585E+07   0.415854E+03
   401   0.166015E+04   0.205115E+02  -0.902802E+01   0.130146E+07   0.411990E+03
   402   0.165812E+04   0.204695E+02  -0.108175E+02   0.129709E+07   0.408191E+03
   403   0.165645E+04   0.204247E+02  -0.125929E+02   0.129274E+07   0.404455E+03
   404   0.165515E+04   0.203754E+02  -0.143527E+02   0.128841E+07   0.400780E+03
   405   0.165427E+04   0.203219E+02  -0.160978E+02   0.128409E+07   0.397163E+03
   406   0.165369E+04   0.202654E+02  -0.178260E+02   0.127980E+07   0.393602E+03
   407   0.165354E+04   0.202047E+02  -0.195387E+02   0.127553E+07   0.390093E+03
   408   0.165374E+04   0.201403E+02  -0.212317E+02   0.127127E+07   0.386633E+03
   409   0.165438E+04   0.200731E+02  -0.229072E+02   0.126704E+07   0.383222E+03
   410   0.165531E+04   0.200009E+02  -0.245645E+02   0.126282E+07   0.379855E+03
   411   0.165666E+04   0.199258E+02  -0.262014E+02   0.125862E+07   0.376530E+03
   412   0.165830E+04   0.198472E+02  -0.278187E+02   0.125444E+07   0.373245E+03
   413   0.166029E+04   0.197650E+02  -0.294151E+02   0.125028E+07   0.369996E+03
   414   0.166257E+04   0.196793E+02  -0.309904E+02   0.124614E+07   0.366782E+03
   415   0.166528E+04   0.195909E+02  -0.325426E+02   0.124202E+07   0.363599E+03
   416   0.166827E+04   0.194981E+02  -0.340732E+02   0.123791E+07   0.360446E+03
   417   0.167153E+04   0.194026E+02  -0.355815E+02   0.123383E+07   0.357318E+03
   418   0.167516E+04   0.193021E+02  -0.370646E+02   0.122976E+07   0.354215E+03
   419   0.167913E+04   0.191996E+02  -0.385232E+02   0.122571E+07   0.351132E+03
   420   0.168339E+04   0.190944E+02  -0.399574E+02   0.122167E+07   0.348068E+03
   421   0.168800E+04   0.189857E+02  -0.413659E+02   0.121766E+07   0.345020E+03
   422   0.169289E+04   0.188735E+02  -0.427493E+02   0.121366E+07   0.341984E+03
   423   0.169798E+04   0.187578E+02  -0.441055E+02   0.120968E+07   0.338960E+03
   424   0.170335E+04   0.186395E+02  -0.454354E+02   0.120572E+07   0.335943E+03
   425   0.170907E+04   0.185177E+02  -0.467366E+02   0.120177E+07   0.332932E+03
   426   0.171507E+04   0.183939E+02  -0.480100E+02   0.119784E+07   0.329923E+03
   427   0.172127E+04   0.182668E+02  -0.492565E+02   0.119393E+07   0.326914E+03
   428   0.172774E+04   0.181369E+02  -0.504723E+02   0.119004E+07   0.323903E+03
   429   0.173442E+04   0.180044E+02  -0.516589E+02   0.118616E+07   0.320886E+03
   430   0.174144E+04   0.178700E+02  -0.528165E+02   0.118231E+07   0.317862E+03
   431   0.174867E+04   0.177322E+02  -0.539436E+02   0.117846E+07   0.314827E+03
   432   0.175602E+04   0.175918E+02  -0.550410E+02   0.117464E+07   0.311779E+03
   433   0.176371E+04   0.174502E+02  -0.561057E+02   0.117083E+07   0.308715E+03
   434   0.177153E+04   0.173052E+02  -0.571408E+02   0.116704E+07   0.305633E+03
   435   0.177955E+04   0.171591E+02  -0.581441E+02   0.116326E+07   0.302530E+03
   436   0.178785E+04   0.170104E+02  -0.591157E+02   0.115950E+07   0.299403E+03
   437   0.179634E+04   0.168592E+02  -0.600541E+02   0.115576E+07   0.296250E+03
   438   0.180495E+04   0.167060E+02  -0.609593E+02   0.115203E+07   0.293068E+03
   439   0.181383E+04   0.165518E+02  -0.618330E+02   0.114832E+07   0.289854E+03
   440   0.182284E+04   0.163950E+02  -0.626722E+02   0.114462E+07   0.286606E+03
   441   0.183204E+04   0.162364E+02  -0.634791E+02   0.114094E+07   0.283321E+03
   442   0.184128E+04   0.160760E+02  -0.642516E+02   0.113728E+07   0.279997E+03
   443   0.185080E+04   0.159145E+02  -0.649905E+02   0.113363E+07   0.276631E+03
   444   0.186044E+04   0.157519E+02  -0.656944E+02   0.113000E+07   0.273220E+03
   445   0.187019E+04   0.155861E+02  -0.663640E+02   0.112638E+07   0.269762E+03
   446   0.187999E+04   0.154208E+02  -0.669978E+02   0.112278E+07   0.266254E+03
   447   0.188998E+04   0.152544E+02  -0.675983E+02   0.111919E+07   0.262693E+03
   448   0.190002E+04   0.150855E+02  -0.681639E+02   0.111562E+07   0.259077E+03
   449   0.191025E+04   0.149164E+02  -0.686933E+02   0.111206E+07   0.255403E+03
   450   0.192059E+04   0.147469E+02  -0.691886E+02   0.110852E+07   0.251669E+03
   451   0.193098E+04   0.145758E+02  -0.696477E+02   0.110500E+07   0.247872E+03
   452   0.194141E+04   0.144044E+02  -0.700730E+02   0.110148E+07   0.244017E+03
   453   0.195203E+04   0.142328E+02  -0.704623E+02   0.109799E+07   0.240105E+03
   454   0.196263E+04   0.140601E+02  -0.708171E+02   0.109451E+07   0.236142E+03
   455   0.197326E+04   0.138872E+02  -0.711375E+02   0.109104E+07   0.232131E+03
   456   0.198409E+04   0.137134E+02  -0.714169E+02   0.108759E+07   0.228075E+03
   457   0.199481E+04   0.135400E+02  -0.716696E+02   0.108415E+07   0.223980E+03
   458   0.200565E+04   0.133663E+02  -0.718770E+02   0.108072E+07   0.219847E+03
   459   0.201653E+04   0.131932E+02  -0.720549E+02   0.107731E+07   0.215681E+03
   460   0.202746E+04   0.130190E+02  -0.721972E+02   0.107392E+07   0.211486E+03
   461   0.203837E+04   0.128454E+02  -0.723050E+02   0.107054E+07   0.207266E+03
   462   0.204931E+04   0.126715E+02  -0.723723E+02   0.106717E+07   0.203024E+03
   463   0.206023E+04   0.124988E+02  -0.724178E+02   0.106382E+07   0.198765E+03
   464   0.207112E+04   0.123266E+02  -0.724118E+02   0.106048E+07   0.194491E+03
   465   0.208198E+04   0.121549E+02  -0.723842E+02   0.105716E+07   0.190207E+03
   466   0.209288E+04   0.119829E+02  -0.723127E+02   0.105385E+07   0.185916E+03
   467   0.210383E+04   0.118122E+02  -0.722122E+02   0.105055E+07   0.181623E+03
   468   0.211468E+04   0.116427E+02  -0.720756E+02   0.104727E+07   0.177330E+03
   469   0.212551E+04   0.114730E+02  -0.719101E+02   0.104400E+07   0.173043E+03
   470   0.213638E+04   0.113052E+02  -0.717086E+02   0.104075E+07   0.168763E+03
   471   0.214700E+04   0.111394E+02  -0.714710E+02   0.103750E+07   0.164497E+03
   472   0.215774E+04   0.109741E+02  -0.712049E+02   0.103428E+07   0.160246E+03
   473   0.216838E+04   0.108100E+02  -0.709030E+02   0.103106E+07   0.156015E+03
   474   0.217900E+04   0.106479E+02  -0.705727E+02   0.102786E+07   0.151808E+03
   475   0.218959E+04   0.104862E+02  -0.702068E+02   0.102468E+07   0.147628E+03
   476   0.220000E+04   0.103273E+02  -0.698075E+02   0.102150E+07   0.143479E+03
   477   0.221032E+04   0.101696E+02  -0.693845E+02   0.101834E+07   0.139366E+03
   478   0.222061E+04   0.100131E+02  -0.689194E+02   0.101520E+07   0.135291E+03
   479   0.223080E+04   0.985937E+01  -0.684368E+02   0.101207E+07   0.131258E+03
   480   0.224089E+04   0.970758E+01  -0.679174E+02   0.100895E+07   0.127272E+03
   481   0.225089E+04   0.955775E+01  -0.673650E+02   0.100584E+07   0.123336E+03
   482   0.226086E+04   0.941064E+01  -0.667858E+02   0.100275E+07   0.119454E+03
   483   0.227058E+04   0.926549E+01  -0.661818E+02   0.999665E+06   0.115629E+03
   484   0.228013E+04   0.912306E+01  -0.655474E+02   0.996597E+06   0.111865E+03
   485   0.228973E+04   0.898259E+01  -0.648841E+02   0.993542E+06   0.108167E+03
   486   0.229916E+04   0.884557E+01  -0.641942E+02   0.990501E+06   0.104538E+03
   487   0.230842E+04   0.871125E+01  -0.634777E+02   0.987472E+06   0.100981E+03
   488   0.231750E+04   0.857891E+01  -0.627341E+02   0.984456E+06   0.975006E+02
   489   0.232649E+04   0.845001E+01  -0.619649E+02   0.981452E+06   0.941005E+02
   490   0.233539E+04   0.832457E+01  -0.611693E+02   0.978461E+06   0.907844E+02
   491   0.234396E+04   0.820183E+01  -0.603506E+02   0.975483E+06   0.875561E+02
   492   0.235252E+04   0.808254E+01  -0.595079E+02   0.972517E+06   0.844192E+02
   493   0.236090E+04   0.796521E+01  -0.586400E+02   0.969564E+06   0.813777E+02
   494   0.236911E+04   0.785282E+01  -0.577506E+02   0.966623E+06   0.784353E+02
   495   0.237708E+04   0.774313E+01  -0.568383E+02   0.963695E+06   0.755957E+02
   496   0.238488E+04   0.763764E+01  -0.559047E+02   0.960779E+06   0.728627E+02
   497   0.239251E+04   0.753559E+01  -0.549491E+02   0.957875E+06   0.702401E+02
   498   0.239997E+04   0.743624E+01  -0.539745E+02   0.954983E+06   0.677317E+02
   499   0.240734E+04   0.734183E+01  -0.529782E+02   0.952103E+06   0.653412E+02
   500   0.241446E+04   0.725012E+01  -0.519645E+02   0.949236E+06   0.630724E+02
   501   0.242127E+04   0.716334E+01  -0.509322E+02   0.946380E+06   0.609280E+02
   502   0.242806E+04   0.708073E+01  -0.498812E+02   0.943537E+06   0.589065E+02
   503   0.243454E+04   0.700155E+01  -0.488138E+02   0.940705E+06   0.570052E+02
   504   0.244077E+04   0.692651E+01  -0.477285E+02   0.937885E+06   0.552214E+02
   505   0.244699E+04   0.685635E+01  -0.466290E+02   0.935077E+06   0.535526E+02
   506   0.245282E+04   0.679047E+01  -0.455132E+02   0.932281E+06   0.519962E+02
   507   0.245856E+04   0.672854E+01  -0.443832E+02   0.929496E+06   0.505494E+02
   508   0.246399E+04   0.667161E+01  -0.432384E+02   0.926723E+06   0.492097E+02
   509   0.246925E+04   0.661868E+01  -0.420817E+02   0.923962E+06   0.479744E+02
   510   0.247421E+04   0.657041E+01  -0.409124E+02   0.921212E+06   0.468409E+02
   511   0.247908E+04   0.652651E+01  -0.397305E+02   0.918474E+06   0.458065E+02
   512   0.248364E+04   0.648739E+01  -0.385376E+02   0.915747E+06   0.448687E+02
   513   0.248804E+04   0.645282E+01  -0.373351E+02   0.913032E+06   0.440248E+02
   514   0.249221E+04   0.642308E+01  -0.361231E+02   0.910327E+06   0.432722E+02
   515   0.249614E+04   0.639809E+01  -0.349015E+02   0.907634E+06   0.426082E+02
   516   0.249984E+04   0.637791E+01  -0.336718E+02   0.904953E+06   0.420301E+02
   517   0.250324E+04   0.636268E+01  -0.324349E+02   0.902282E+06   0.415355E+02
   518   0.250648E+04   0.635223E+01  -0.311915E+02   0.899623E+06   0.411216E+02
   519   0.250956E+04   0.634677E+01  -0.299408E+02   0.896974E+06   0.407858E+02
   520   0.251235E+04   0.634622E+01  -0.286859E+02   0.894337E+06   0.405255E+02
   521   0.251483E+04   0.635063E+01  -0.274267E+02   0.891711E+06   0.403381E+02
   522   0.251708E+04   0.636022E+01  -0.261633E+02   0.889095E+06   0.402208E+02
   523   0.251918E+04   0.637482E+01  -0.248972E+02   0.886491E+06   0.401712E+02
   524   0.252105E+04   0.639442E+01  -0.236291E+02   0.883897E+06   0.401864E+02
   525   0.252255E+04   0.641916E+01  -0.223583E+02   0.881314E+06   0.402641E+02
   526   0.252389E+04   0.644903E+01  -0.210871E+02   0.878741E+06   0.404013E+02
   527   0.252516E+04   0.648400E+01  -0.198162E+02   0.876179E+06   0.405957E+02
   528   0.252606E+04   0.652407E+01  -0.185471E+02   0.873628E+06   0.408445E+02
   529   0.252674E+04   0.656953E+01  -0.172784E+02   0.871087E+06   0.411451E+02
   530   0.252712E+04   0.662012E+01  -0.160137E+02   0.868557E+06   0.414948E+02
   531   0.252750E+04   0.667578E+01  -0.147502E+02   0.866037E+06   0.418910E+02
   532   0.252744E+04   0.673678E+01  -0.134915E+02   0.863528E+06   0.423312E+02
   533   0.252716E+04   0.680296E+01  -0.122377E+02   0.861029E+06   0.428126E+02
   534   0.252666E+04   0.687438E+01  -0.109895E+02   0.858540E+06   0.433327E+02
   535   0.252594E+04   0.695110E+01  -0.974765E+01   0.856061E+06   0.438888E+02
   536   0.252500E+04   0.703296E+01  -0.851225E+01   0.853593E+06   0.444782E+02
   537   0.252392E+04   0.712003E+01  -0.728476E+01   0.851134E+06   0.450984E+02
   538   0.252247E+04   0.721243E+01  -0.606592E+01   0.848686E+06   0.457467E+02
   539   0.252088E+04   0.730986E+01  -0.485652E+01   0.846248E+06   0.464205E+02
   540   0.251908E+04   0.741275E+01  -0.365729E+01   0.843819E+06   0.471171E+02
   541   0.251699E+04   0.752064E+01  -0.246827E+01   0.841401E+06   0.478339E+02
   542   0.251476E+04   0.763374E+01  -0.129169E+01   0.838992E+06   0.485683E+02
   543   0.251224E+04   0.775211E+01  -0.127127E+00   0.836593E+06   0.493177E+02
   544   0.250958E+04   0.787560E+01   0.102444E+01   0.834204E+06   0.500794E+02
   545   0.250664E+04   0.800418E+01   0.216240E+01   0.831825E+06   0.508508E+02
   546   0.250356E+04   0.813762E+01   0.328569E+01   0.829455E+06   0.516292E+02
   547   0.250019E+04   0.827613E+01   0.439401E+01   0.827095E+06   0.524121E+02
   548   0.249669E+04   0.841970E+01   0.548629E+01   0.824744E+06   0.531967E+02
   549   0.249298E+04   0.856832E+01   0.656182E+01   0.822402E+06   0.539805E+02
   550   0.248907E+04   0.872197E+01   0.762001E+01   0.820071E+06   0.547609E+02
