#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1319   0.711000E+03  -0.577322E+02   0.170720E-05  -0.577322E+02   0.297749E+02  -0.354220E-06   0.170720E-05  -0.354220E-06   0.376589E-08
  1320   0.712312E+03  -0.582838E+02   0.172028E-05  -0.582838E+02   0.296359E+02  -0.352987E-06   0.172028E-05  -0.352987E-06   0.376020E-08
  1321   0.713663E+03  -0.588234E+02   0.173331E-05  -0.588234E+02   0.294945E+02  -0.351719E-06   0.173331E-05  -0.351719E-06   0.375452E-08
  1322   0.715061E+03  -0.593487E+02   0.174629E-05  -0.593487E+02   0.293477E+02  -0.350416E-06   0.174629E-05  -0.350416E-06   0.374886E-08
  1323   0.716497E+03  -0.598606E+02   0.175922E-05  -0.598606E+02   0.291986E+02  -0.349079E-06   0.175922E-05  -0.349079E-06   0.374320E-08
  1324   0.717972E+03  -0.603599E+02   0.177208E-05  -0.603599E+02   0.290463E+02  -0.347707E-06   0.177208E-05  -0.347707E-06   0.373756E-08
  1325   0.719478E+03  -0.608444E+02   0.178488E-05  -0.608444E+02   0.288909E+02  -0.346302E-06   0.178488E-05  -0.346302E-06   0.373193E-08
  1326   0.721029E+03  -0.613158E+02   0.179760E-05  -0.613158E+02   0.287325E+02  -0.344863E-06   0.179760E-05  -0.344863E-06   0.372631E-08
  1327   0.722596E+03  -0.617733E+02   0.181025E-05  -0.617733E+02   0.285718E+02  -0.343390E-06   0.181025E-05  -0.343390E-06   0.372070E-08
  1328   0.724215E+03  -0.622148E+02   0.182282E-05  -0.622148E+02   0.284081E+02  -0.341885E-06   0.182282E-05  -0.341885E-06   0.371511E-08
  1329   0.725857E+03  -0.626433E+02   0.183531E-05  -0.626433E+02   0.282406E+02  -0.340347E-06   0.183531E-05  -0.340347E-06   0.370952E-08
  1330   0.727528E+03  -0.630568E+02   0.184770E-05  -0.630568E+02   0.280702E+02  -0.338777E-06   0.184770E-05  -0.338777E-06   0.370395E-08
  1331   0.729236E+03  -0.634552E+02   0.186000E-05  -0.634552E+02   0.278975E+02  -0.337175E-06   0.186000E-05  -0.337175E-06   0.369839E-08
  1332   0.730957E+03  -0.638393E+02   0.187220E-05  -0.638393E+02   0.277219E+02  -0.335540E-06   0.187220E-05  -0.335540E-06   0.369284E-08
  1333   0.732715E+03  -0.642071E+02   0.188429E-05  -0.642071E+02   0.275434E+02  -0.333875E-06   0.188429E-05  -0.333875E-06   0.368730E-08
  1334   0.734494E+03  -0.645609E+02   0.189628E-05  -0.645609E+02   0.273635E+02  -0.332178E-06   0.189628E-05  -0.332178E-06   0.368177E-08
  1335   0.736294E+03  -0.648991E+02   0.190815E-05  -0.648991E+02   0.271800E+02  -0.330450E-06   0.190815E-05  -0.330450E-06   0.367625E-08
  1336   0.738122E+03  -0.652205E+02   0.191990E-05  -0.652205E+02   0.269952E+02  -0.328692E-06   0.191990E-05  -0.328692E-06   0.367075E-08
  1337   0.739970E+03  -0.655273E+02   0.193152E-05  -0.655273E+02   0.268068E+02  -0.326904E-06   0.193152E-05  -0.326904E-06   0.366525E-08
  1338   0.741830E+03  -0.658181E+02   0.194302E-05  -0.658181E+02   0.266170E+02  -0.325086E-06   0.194302E-05  -0.325086E-06   0.365977E-08
  1339   0.743717E+03  -0.660937E+02   0.195438E-05  -0.660937E+02   0.264245E+02  -0.323238E-06   0.195438E-05  -0.323238E-06   0.365429E-08
  1340   0.745617E+03  -0.663542E+02   0.196561E-05  -0.663542E+02   0.262307E+02  -0.321360E-06   0.196561E-05  -0.321360E-06   0.364883E-08
  1341   0.747528E+03  -0.665974E+02   0.197669E-05  -0.665974E+02   0.260357E+02  -0.319454E-06   0.197669E-05  -0.319454E-06   0.364338E-08
  1342   0.749450E+03  -0.668250E+02   0.198763E-05  -0.668250E+02   0.258380E+02  -0.317519E-06   0.198763E-05  -0.317519E-06   0.363794E-08
  1343   0.751391E+03  -0.670362E+02   0.199841E-05  -0.670362E+02   0.256383E+02  -0.315555E-06   0.199841E-05  -0.315555E-06   0.363251E-08
  1344   0.753343E+03  -0.672311E+02   0.200903E-05  -0.672311E+02   0.254367E+02  -0.313564E-06   0.200903E-05  -0.313564E-06   0.362709E-08
  1345   0.755290E+03  -0.674090E+02   0.201949E-05  -0.674090E+02   0.252347E+02  -0.311544E-06   0.201949E-05  -0.311544E-06   0.362169E-08
  1346   0.757255E+03  -0.675723E+02   0.202978E-05  -0.675723E+02   0.250300E+02  -0.309497E-06   0.202978E-05  -0.309497E-06   0.361629E-08
  1347   0.759231E+03  -0.677181E+02   0.203990E-05  -0.677181E+02   0.248242E+02  -0.307423E-06   0.203990E-05  -0.307423E-06   0.361090E-08
  1348   0.761201E+03  -0.678471E+02   0.204985E-05  -0.678471E+02   0.246174E+02  -0.305322E-06   0.204985E-05  -0.305322E-06   0.360553E-08
  1349   0.763188E+03  -0.679595E+02   0.205961E-05  -0.679595E+02   0.244080E+02  -0.303194E-06   0.205961E-05  -0.303194E-06   0.360016E-08
  1350   0.765162E+03  -0.680553E+02   0.206918E-05  -0.680553E+02   0.241990E+02  -0.301040E-06   0.206918E-05  -0.301040E-06   0.359481E-08
  1351   0.767145E+03  -0.681346E+02   0.207857E-05  -0.681346E+02   0.239882E+02  -0.298860E-06   0.207857E-05  -0.298860E-06   0.358946E-08
  1352   0.769115E+03  -0.681968E+02   0.208776E-05  -0.681968E+02   0.237764E+02  -0.296654E-06   0.208776E-05  -0.296654E-06   0.358413E-08
  1353   0.771094E+03  -0.682426E+02   0.209676E-05  -0.682426E+02   0.235651E+02  -0.294424E-06   0.209676E-05  -0.294424E-06   0.357881E-08
  1354   0.773060E+03  -0.682723E+02   0.210557E-05  -0.682723E+02   0.233520E+02  -0.292168E-06   0.210557E-05  -0.292168E-06   0.357350E-08
  1355   0.775035E+03  -0.682851E+02   0.211418E-05  -0.682851E+02   0.231378E+02  -0.289888E-06   0.211418E-05  -0.289888E-06   0.356820E-08
  1356   0.777006E+03  -0.682826E+02   0.212259E-05  -0.682826E+02   0.229241E+02  -0.287584E-06   0.212259E-05  -0.287584E-06   0.356290E-08
  1357   0.778963E+03  -0.682620E+02   0.213081E-05  -0.682620E+02   0.227086E+02  -0.285256E-06   0.213081E-05  -0.285256E-06   0.355762E-08
  1358   0.780901E+03  -0.682234E+02   0.213884E-05  -0.682234E+02   0.224928E+02  -0.282905E-06   0.213884E-05  -0.282905E-06   0.355235E-08
  1359   0.782834E+03  -0.681705E+02   0.214666E-05  -0.681705E+02   0.222768E+02  -0.280531E-06   0.214666E-05  -0.280531E-06   0.354709E-08
  1360   0.784740E+03  -0.680998E+02   0.215429E-05  -0.680998E+02   0.220619E+02  -0.278135E-06   0.215429E-05  -0.278135E-06   0.354184E-08
  1361   0.786656E+03  -0.680136E+02   0.216172E-05  -0.680136E+02   0.218444E+02  -0.275717E-06   0.216172E-05  -0.275717E-06   0.353661E-08
  1362   0.788538E+03  -0.679097E+02   0.216895E-05  -0.679097E+02   0.216274E+02  -0.273277E-06   0.216895E-05  -0.273277E-06   0.353138E-08
  1363   0.790415E+03  -0.677920E+02   0.217598E-05  -0.677920E+02   0.214101E+02  -0.270816E-06   0.217598E-05  -0.270816E-06   0.352616E-08
  1364   0.792251E+03  -0.676561E+02   0.218280E-05  -0.676561E+02   0.211933E+02  -0.268335E-06   0.218280E-05  -0.268335E-06   0.352095E-08
  1365   0.794157E+03  -0.675036E+02   0.218943E-05  -0.675036E+02   0.209761E+02  -0.265832E-06   0.218943E-05  -0.265832E-06   0.351575E-08
  1366   0.795970E+03  -0.673369E+02   0.219585E-05  -0.673369E+02   0.207586E+02  -0.263310E-06   0.219585E-05  -0.263310E-06   0.351056E-08
  1367   0.797764E+03  -0.671537E+02   0.220207E-05  -0.671537E+02   0.205408E+02  -0.260768E-06   0.220207E-05  -0.260768E-06   0.350539E-08
  1368   0.799614E+03  -0.669542E+02   0.220809E-05  -0.669542E+02   0.203249E+02  -0.258207E-06   0.220809E-05  -0.258207E-06   0.350022E-08
  1369   0.801371E+03  -0.667384E+02   0.221390E-05  -0.667384E+02   0.201079E+02  -0.255627E-06   0.221390E-05  -0.255627E-06   0.349506E-08
  1370   0.803110E+03  -0.665081E+02   0.221950E-05  -0.665081E+02   0.198921E+02  -0.253029E-06   0.221950E-05  -0.253029E-06   0.348992E-08
  1371   0.804831E+03  -0.662617E+02   0.222490E-05  -0.662617E+02   0.196767E+02  -0.250412E-06   0.222490E-05  -0.250412E-06   0.348478E-08
  1372   0.806533E+03  -0.660002E+02   0.223009E-05  -0.660002E+02   0.194618E+02  -0.247778E-06   0.223009E-05  -0.247778E-06   0.347965E-08
  1373   0.808217E+03  -0.657236E+02   0.223508E-05  -0.657236E+02   0.192480E+02  -0.245127E-06   0.223508E-05  -0.245127E-06   0.347453E-08
  1374   0.809884E+03  -0.654312E+02   0.223986E-05  -0.654312E+02   0.190346E+02  -0.242459E-06   0.223986E-05  -0.242459E-06   0.346943E-08
  1375   0.811533E+03  -0.651248E+02   0.224442E-05  -0.651248E+02   0.188217E+02  -0.239775E-06   0.224442E-05  -0.239775E-06   0.346433E-08
  1376   0.813164E+03  -0.648028E+02   0.224878E-05  -0.648028E+02   0.186098E+02  -0.237074E-06   0.224878E-05  -0.237074E-06   0.345924E-08
  1377   0.814778E+03  -0.644668E+02   0.225292E-05  -0.644668E+02   0.183999E+02  -0.234358E-06   0.225292E-05  -0.234358E-06   0.345416E-08
  1378   0.816374E+03  -0.641163E+02   0.225686E-05  -0.641163E+02   0.181889E+02  -0.231626E-06   0.225686E-05  -0.231626E-06   0.344910E-08
  1379   0.817879E+03  -0.637513E+02   0.226058E-05  -0.637513E+02   0.179813E+02  -0.228880E-06   0.226058E-05  -0.228880E-06   0.344404E-08
  1380   0.819367E+03  -0.633727E+02   0.226409E-05  -0.633727E+02   0.177726E+02  -0.226119E-06   0.226409E-05  -0.226119E-06   0.343899E-08
  1381   0.820838E+03  -0.629790E+02   0.226739E-05  -0.629790E+02   0.175666E+02  -0.223345E-06   0.226739E-05  -0.223345E-06   0.343395E-08
  1382   0.822143E+03  -0.625711E+02   0.227047E-05  -0.625711E+02   0.173616E+02  -0.220556E-06   0.227047E-05  -0.220556E-06   0.342892E-08
  1383   0.823580E+03  -0.621506E+02   0.227333E-05  -0.621506E+02   0.171579E+02  -0.217754E-06   0.227333E-05  -0.217754E-06   0.342391E-08
  1384   0.824852E+03  -0.617162E+02   0.227598E-05  -0.617162E+02   0.169560E+02  -0.214940E-06   0.227598E-05  -0.214940E-06   0.341890E-08
  1385   0.826108E+03  -0.612685E+02   0.227842E-05  -0.612685E+02   0.167552E+02  -0.212113E-06   0.227842E-05  -0.212113E-06   0.341390E-08
  1386   0.827347E+03  -0.608079E+02   0.228063E-05  -0.608079E+02   0.165563E+02  -0.209274E-06   0.228063E-05  -0.209274E-06   0.340891E-08
  1387   0.828496E+03  -0.603342E+02   0.228263E-05  -0.603342E+02   0.163593E+02  -0.206423E-06   0.228263E-05  -0.206423E-06   0.340393E-08
  1388   0.829777E+03  -0.598485E+02   0.228441E-05  -0.598485E+02   0.161635E+02  -0.203561E-06   0.228441E-05  -0.203561E-06   0.339896E-08
  1389   0.830894E+03  -0.593492E+02   0.228597E-05  -0.593492E+02   0.159695E+02  -0.200689E-06   0.228597E-05  -0.200689E-06   0.339400E-08
  1390   0.831921E+03  -0.588396E+02   0.228731E-05  -0.588396E+02   0.157781E+02  -0.197805E-06   0.228731E-05  -0.197805E-06   0.338904E-08
  1391   0.833006E+03  -0.583173E+02   0.228842E-05  -0.583173E+02   0.155886E+02  -0.194912E-06   0.228842E-05  -0.194912E-06   0.338410E-08
  1392   0.834001E+03  -0.577834E+02   0.228932E-05  -0.577834E+02   0.154010E+02  -0.192009E-06   0.228932E-05  -0.192009E-06   0.337917E-08
  1393   0.834981E+03  -0.572378E+02   0.228999E-05  -0.572378E+02   0.152159E+02  -0.189097E-06   0.228999E-05  -0.189097E-06   0.337425E-08
  1394   0.835871E+03  -0.566822E+02   0.229044E-05  -0.566822E+02   0.150328E+02  -0.186176E-06   0.229044E-05  -0.186176E-06   0.336933E-08
  1395   0.836746E+03  -0.561144E+02   0.229067E-05  -0.561144E+02   0.148515E+02  -0.183246E-06   0.229067E-05  -0.183246E-06   0.336443E-08
  1396   0.837606E+03  -0.555375E+02   0.229067E-05  -0.555375E+02   0.146735E+02  -0.180309E-06   0.229067E-05  -0.180309E-06   0.335953E-08
  1397   0.838377E+03  -0.549494E+02   0.229045E-05  -0.549494E+02   0.144974E+02  -0.177364E-06   0.229045E-05  -0.177364E-06   0.335465E-08
  1398   0.839058E+03  -0.543509E+02   0.229000E-05  -0.543509E+02   0.143232E+02  -0.174411E-06   0.229000E-05  -0.174411E-06   0.334977E-08
  1399   0.839725E+03  -0.537429E+02   0.228932E-05  -0.537429E+02   0.141530E+02  -0.171452E-06   0.228932E-05  -0.171452E-06   0.334491E-08
  1400   0.840378E+03  -0.531254E+02   0.228841E-05  -0.531254E+02   0.139847E+02  -0.168486E-06   0.228841E-05  -0.168486E-06   0.334005E-08
  1401   0.840941E+03  -0.524986E+02   0.228728E-05  -0.524986E+02   0.138183E+02  -0.165514E-06   0.228728E-05  -0.165514E-06   0.333520E-08
  1402   0.841491E+03  -0.518632E+02   0.228592E-05  -0.518632E+02   0.136559E+02  -0.162536E-06   0.228592E-05  -0.162536E-06   0.333036E-08
  1403   0.841953E+03  -0.512185E+02   0.228433E-05  -0.512185E+02   0.134960E+02  -0.159553E-06   0.228433E-05  -0.159553E-06   0.332553E-08
  1404   0.842327E+03  -0.505653E+02   0.228252E-05  -0.505653E+02   0.133395E+02  -0.156565E-06   0.228252E-05  -0.156565E-06   0.332071E-08
  1405   0.842762E+03  -0.499036E+02   0.228048E-05  -0.499036E+02   0.131846E+02  -0.153572E-06   0.228048E-05  -0.153572E-06   0.331590E-08
  1406   0.843036E+03  -0.492349E+02   0.227822E-05  -0.492349E+02   0.130338E+02  -0.150575E-06   0.227822E-05  -0.150575E-06   0.331110E-08
  1407   0.843223E+03  -0.485578E+02   0.227573E-05  -0.485578E+02   0.128854E+02  -0.147573E-06   0.227573E-05  -0.147573E-06   0.330630E-08
  1408   0.843548E+03  -0.478730E+02   0.227303E-05  -0.478730E+02   0.127395E+02  -0.144568E-06   0.227303E-05  -0.144568E-06   0.330152E-08
  1409   0.843638E+03  -0.471807E+02   0.227010E-05  -0.471807E+02   0.125975E+02  -0.141559E-06   0.227010E-05  -0.141559E-06   0.329674E-08
  1410   0.843790E+03  -0.464822E+02   0.226695E-05  -0.464822E+02   0.124578E+02  -0.138548E-06   0.226695E-05  -0.138548E-06   0.329198E-08
  1411   0.843858E+03  -0.457762E+02   0.226358E-05  -0.457762E+02   0.123213E+02  -0.135533E-06   0.226358E-05  -0.135533E-06   0.328722E-08
  1412   0.843842E+03  -0.450634E+02   0.225999E-05  -0.450634E+02   0.121887E+02  -0.132516E-06   0.225999E-05  -0.132516E-06   0.328247E-08
  1413   0.843666E+03  -0.443445E+02   0.225619E-05  -0.443445E+02   0.120591E+02  -0.129497E-06   0.225619E-05  -0.129497E-06   0.327773E-08
  1414   0.843555E+03  -0.436189E+02   0.225216E-05  -0.436189E+02   0.119325E+02  -0.126476E-06   0.225216E-05  -0.126476E-06   0.327300E-08
  1415   0.843361E+03  -0.428882E+02   0.224793E-05  -0.428882E+02   0.118090E+02  -0.123454E-06   0.224793E-05  -0.123454E-06   0.326828E-08
  1416   0.843157E+03  -0.421522E+02   0.224347E-05  -0.421522E+02   0.116892E+02  -0.120431E-06   0.224347E-05  -0.120431E-06   0.326357E-08
  1417   0.842797E+03  -0.414118E+02   0.223881E-05  -0.414118E+02   0.115717E+02  -0.117407E-06   0.223881E-05  -0.117407E-06   0.325886E-08
  1418   0.842428E+03  -0.406648E+02   0.223393E-05  -0.406648E+02   0.114579E+02  -0.114382E-06   0.223393E-05  -0.114382E-06   0.325417E-08
  1419   0.841977E+03  -0.399143E+02   0.222884E-05  -0.399143E+02   0.113477E+02  -0.111357E-06   0.222884E-05  -0.111357E-06   0.324948E-08
  1420   0.841518E+03  -0.391593E+02   0.222353E-05  -0.391593E+02   0.112412E+02  -0.108332E-06   0.222353E-05  -0.108332E-06   0.324480E-08
  1421   0.840978E+03  -0.384001E+02   0.221802E-05  -0.384001E+02   0.111377E+02  -0.105308E-06   0.221802E-05  -0.105308E-06   0.324013E-08
  1422   0.840431E+03  -0.376374E+02   0.221229E-05  -0.376374E+02   0.110377E+02  -0.102285E-06   0.221229E-05  -0.102285E-06   0.323548E-08
  1423   0.839730E+03  -0.368712E+02   0.220636E-05  -0.368712E+02   0.109413E+02  -0.992631E-07   0.220636E-05  -0.992631E-07   0.323082E-08
  1424   0.839096E+03  -0.361015E+02   0.220022E-05  -0.361015E+02   0.108485E+02  -0.962426E-07   0.220022E-05  -0.962426E-07   0.322618E-08
  1425   0.838308E+03  -0.353292E+02   0.219387E-05  -0.353292E+02   0.107593E+02  -0.932239E-07   0.219387E-05  -0.932239E-07   0.322155E-08
  1426   0.837441E+03  -0.345542E+02   0.218732E-05  -0.345542E+02   0.106736E+02  -0.902073E-07   0.218732E-05  -0.902073E-07   0.321692E-08
  1427   0.836643E+03  -0.337766E+02   0.218056E-05  -0.337766E+02   0.105914E+02  -0.871933E-07   0.218056E-05  -0.871933E-07   0.321231E-08
  1428   0.835692E+03  -0.329978E+02   0.217360E-05  -0.329978E+02   0.105119E+02  -0.841822E-07   0.217360E-05  -0.841822E-07   0.320770E-08
  1429   0.834662E+03  -0.322158E+02   0.216643E-05  -0.322158E+02   0.104374E+02  -0.811741E-07   0.216643E-05  -0.811741E-07   0.320310E-08
  1430   0.833628E+03  -0.314342E+02   0.215906E-05  -0.314342E+02   0.103656E+02  -0.781696E-07   0.215906E-05  -0.781696E-07   0.319851E-08
  1431   0.832517E+03  -0.306500E+02   0.215149E-05  -0.306500E+02   0.102972E+02  -0.751689E-07   0.215149E-05  -0.751689E-07   0.319393E-08
  1432   0.831328E+03  -0.298657E+02   0.214372E-05  -0.298657E+02   0.102329E+02  -0.721723E-07   0.214372E-05  -0.721723E-07   0.318935E-08
  1433   0.830211E+03  -0.290804E+02   0.213575E-05  -0.290804E+02   0.101720E+02  -0.691803E-07   0.213575E-05  -0.691803E-07   0.318479E-08
  1434   0.828943E+03  -0.282948E+02   0.212758E-05  -0.282948E+02   0.101152E+02  -0.661930E-07   0.212758E-05  -0.661930E-07   0.318023E-08
  1435   0.827598E+03  -0.275099E+02   0.211922E-05  -0.275099E+02   0.100610E+02  -0.632109E-07   0.211922E-05  -0.632109E-07   0.317569E-08
  1436   0.826252E+03  -0.267264E+02   0.211065E-05  -0.267264E+02   0.100109E+02  -0.602342E-07   0.211065E-05  -0.602342E-07   0.317115E-08
  1437   0.824756E+03  -0.259420E+02   0.210189E-05  -0.259420E+02   0.996477E+01  -0.572634E-07   0.210189E-05  -0.572634E-07   0.316662E-08
  1438   0.823259E+03  -0.251605E+02   0.209294E-05  -0.251605E+02   0.992118E+01  -0.542987E-07   0.209294E-05  -0.542987E-07   0.316209E-08
  1439   0.821687E+03  -0.243782E+02   0.208379E-05  -0.243782E+02   0.988231E+01  -0.513404E-07   0.208379E-05  -0.513404E-07   0.315758E-08
  1440   0.820115E+03  -0.235989E+02   0.207445E-05  -0.235989E+02   0.984666E+01  -0.483889E-07   0.207445E-05  -0.483889E-07   0.315307E-08
  1441   0.818468E+03  -0.228225E+02   0.206491E-05  -0.228225E+02   0.981421E+01  -0.454446E-07   0.206491E-05  -0.454446E-07   0.314858E-08
  1442   0.816748E+03  -0.220478E+02   0.205518E-05  -0.220478E+02   0.978569E+01  -0.425077E-07   0.205518E-05  -0.425077E-07   0.314409E-08
  1443   0.814955E+03  -0.212746E+02   0.204526E-05  -0.212746E+02   0.976180E+01  -0.395785E-07   0.204526E-05  -0.395785E-07   0.313961E-08
  1444   0.813163E+03  -0.205052E+02   0.203516E-05  -0.205052E+02   0.974030E+01  -0.366575E-07   0.203516E-05  -0.366575E-07   0.313513E-08
  1445   0.811224E+03  -0.197396E+02   0.202486E-05  -0.197396E+02   0.972339E+01  -0.337449E-07   0.202486E-05  -0.337449E-07   0.313067E-08
  1446   0.809361E+03  -0.189765E+02   0.201438E-05  -0.189765E+02   0.970884E+01  -0.308411E-07   0.201438E-05  -0.308411E-07   0.312621E-08
  1447   0.807277E+03  -0.182158E+02   0.200370E-05  -0.182158E+02   0.969883E+01  -0.279464E-07   0.200370E-05  -0.279464E-07   0.312176E-08
  1448   0.805271E+03  -0.174621E+02   0.199285E-05  -0.174621E+02   0.969261E+01  -0.250611E-07   0.199285E-05  -0.250611E-07   0.311732E-08
  1449   0.803193E+03  -0.167115E+02   0.198180E-05  -0.167115E+02   0.968867E+01  -0.221856E-07   0.198180E-05  -0.221856E-07   0.311289E-08
  1450   0.801045E+03  -0.159657E+02   0.197057E-05  -0.159657E+02   0.968922E+01  -0.193201E-07   0.197057E-05  -0.193201E-07   0.310847E-08
  1451   0.798900E+03  -0.152262E+02   0.195916E-05  -0.152262E+02   0.969348E+01  -0.164651E-07   0.195916E-05  -0.164651E-07   0.310405E-08
  1452   0.796611E+03  -0.144929E+02   0.194757E-05  -0.144929E+02   0.970071E+01  -0.136207E-07   0.194757E-05  -0.136207E-07   0.309965E-08
  1453   0.794326E+03  -0.137634E+02   0.193581E-05  -0.137634E+02   0.971162E+01  -0.107871E-07   0.193581E-05  -0.107871E-07   0.309525E-08
  1454   0.792045E+03  -0.130394E+02   0.192389E-05  -0.130394E+02   0.972618E+01  -0.796463E-08   0.192389E-05  -0.796463E-08   0.309086E-08
  1455   0.789696E+03  -0.123221E+02   0.191180E-05  -0.123221E+02   0.974364E+01  -0.515345E-08   0.191180E-05  -0.515345E-08   0.308647E-08
  1456   0.787277E+03  -0.116123E+02   0.189955E-05  -0.116123E+02   0.976547E+01  -0.235378E-08   0.189955E-05  -0.235378E-08   0.308210E-08
  1457   0.784714E+03  -0.109077E+02   0.188716E-05  -0.109077E+02   0.978941E+01   0.434150E-09   0.188716E-05   0.434150E-09   0.307773E-08
  1458   0.782232E+03  -0.102096E+02   0.187462E-05  -0.102096E+02   0.981767E+01   0.321012E-08   0.187462E-05   0.321012E-08   0.307337E-08
  1459   0.779681E+03  -0.951741E+01   0.186194E-05  -0.951741E+01   0.984875E+01   0.597392E-08   0.186194E-05   0.597392E-08   0.306902E-08
  1460   0.777061E+03  -0.883317E+01   0.184912E-05  -0.883317E+01   0.988411E+01   0.872531E-08   0.184912E-05   0.872531E-08   0.306468E-08
